ts,alert_type,src_ip,dst_ip,details
2025-08-04 16:44:08,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 772 SYN packets in 7 s"
2025-08-04 18:00:31,DDoS,16.59.0.134,192.168.1.109,"80 sources, 2761 packets → 192.168.1.109 in 17 s"
2025-08-04 12:39:56,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 143 ports in 3 s
2025-08-04 13:02:36,DDoS,20.218.159.191,192.168.1.109,"69 sources, 4386 packets → 192.168.1.109 in 16 s"
2025-08-04 16:24:11,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1372 SYN packets in 3 s"
2025-08-05 01:41:28,DDoS,192.221.120.3,192.168.1.109,"72 sources, 2931 packets → 192.168.1.109 in 7 s"
2025-08-04 23:38:44,DDoS,180.252.123.192,192.168.1.109,"89 sources, 4426 packets → 192.168.1.109 in 18 s"
2025-08-05 09:00:58,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 907 SYN packets in 4 s"
2025-08-04 17:21:21,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 547 packets to 192.168.1.109 in 15 s
2025-08-04 13:47:38,DDoS,144.71.175.144,192.168.1.109,"32 sources, 3042 packets → 192.168.1.109 in 12 s"
2025-08-04 17:29:43,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 604 SYN packets in 9 s"
2025-08-05 03:07:54,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 558 SYN packets in 5 s"
2025-08-05 00:53:48,DDoS,192.221.120.3,192.168.1.109,"64 sources, 2144 packets → 192.168.1.109 in 18 s"
2025-08-04 23:30:21,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 1263 SYN packets in 7 s"
2025-08-04 11:05:11,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 129 ports in 6 s
2025-08-04 21:31:33,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 65 ports in 10 s
2025-08-05 05:06:18,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 1427 SYN packets in 9 s"
2025-08-04 20:09:22,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 143 ports in 7 s
2025-08-04 17:54:27,DDoS,188.97.74.179,192.168.1.109,"42 sources, 4170 packets → 192.168.1.109 in 16 s"
2025-08-04 12:52:50,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1434 SYN packets in 10 s"
2025-08-05 03:49:34,DDoS,180.252.123.192,192.168.1.109,"62 sources, 3513 packets → 192.168.1.109 in 8 s"
2025-08-05 02:36:15,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 85 ports in 4 s
2025-08-04 15:51:49,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 64 ports in 6 s
2025-08-04 19:34:54,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 73 ports in 7 s
2025-08-05 07:04:09,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 932 packets to 192.168.1.109 in 16 s
2025-08-04 20:14:36,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 549 SYN packets in 9 s"
2025-08-04 11:56:07,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1024 SYN packets in 2 s"
2025-08-04 19:29:40,DDoS,16.59.0.134,192.168.1.109,"83 sources, 1347 packets → 192.168.1.109 in 5 s"
2025-08-05 02:30:12,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 64 ports in 7 s
2025-08-04 17:56:16,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 53 ports in 10 s
2025-08-04 22:59:48,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 95 ports in 8 s
2025-08-04 20:22:03,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 74 ports in 7 s
2025-08-04 17:02:28,DDoS,169.96.103.60,192.168.1.109,"92 sources, 2209 packets → 192.168.1.109 in 16 s"
2025-08-05 03:23:38,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1594 packets to 192.168.1.109 in 15 s
2025-08-05 04:05:02,DDoS,16.59.0.134,192.168.1.109,"35 sources, 3278 packets → 192.168.1.109 in 9 s"
2025-08-05 08:32:27,DDoS,135.97.14.21,192.168.1.109,"38 sources, 2414 packets → 192.168.1.109 in 7 s"
2025-08-05 00:51:32,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 88 ports in 9 s
2025-08-04 10:57:21,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 70 ports in 6 s
2025-08-05 10:31:43,DDoS,188.97.74.179,192.168.1.109,"84 sources, 2651 packets → 192.168.1.109 in 19 s"
2025-08-05 08:50:03,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 1007 SYN packets in 9 s"
2025-08-04 14:50:54,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 61 ports in 4 s
2025-08-04 13:18:50,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 95 ports in 8 s
2025-08-04 17:14:30,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 631 packets to 192.168.1.109 in 11 s
2025-08-04 18:18:39,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 128 ports in 5 s
2025-08-04 23:04:20,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1253 SYN packets in 2 s"
2025-08-04 16:55:34,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 910 SYN packets in 9 s"
2025-08-05 04:13:24,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 98 ports in 4 s
2025-08-05 02:23:29,DDoS,144.71.175.144,192.168.1.109,"63 sources, 1203 packets → 192.168.1.109 in 7 s"
2025-08-04 12:59:52,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 102 ports in 4 s
2025-08-04 14:41:34,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 979 packets to 192.168.1.109 in 20 s
2025-08-05 03:19:12,DDoS,135.97.14.21,192.168.1.109,"36 sources, 1470 packets → 192.168.1.109 in 9 s"
2025-08-04 20:26:42,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1298 packets to 192.168.1.109 in 10 s
2025-08-04 18:26:27,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 749 SYN packets in 9 s"
2025-08-04 20:14:19,DDoS,144.71.175.144,192.168.1.109,"20 sources, 4230 packets → 192.168.1.109 in 20 s"
2025-08-05 03:38:47,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 63 ports in 10 s
2025-08-04 21:51:44,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 73 ports in 3 s
2025-08-05 04:25:16,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 815 SYN packets in 9 s"
2025-08-05 02:25:42,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 69 ports in 1 s
2025-08-05 00:54:14,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 961 SYN packets in 6 s"
2025-08-05 06:22:03,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 622 SYN packets in 2 s"
2025-08-05 05:59:37,DDoS,135.97.14.21,192.168.1.109,"94 sources, 1739 packets → 192.168.1.109 in 20 s"
2025-08-04 16:08:42,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 924 SYN packets in 9 s"
2025-08-05 02:18:37,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 793 packets to 192.168.1.109 in 18 s
2025-08-05 08:26:58,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 67 ports in 3 s
2025-08-05 04:11:56,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1037 SYN packets in 1 s"
2025-08-04 16:05:52,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 127 ports in 10 s
2025-08-04 23:37:42,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1545 packets to 192.168.1.109 in 14 s
2025-08-04 20:47:48,DDoS,188.97.74.179,192.168.1.109,"83 sources, 2791 packets → 192.168.1.109 in 14 s"
2025-08-04 13:15:10,DDoS,192.221.120.3,192.168.1.109,"38 sources, 1045 packets → 192.168.1.109 in 7 s"
2025-08-04 18:19:22,DDoS,192.221.120.3,192.168.1.109,"94 sources, 1897 packets → 192.168.1.109 in 16 s"
2025-08-05 04:58:59,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 1429 SYN packets in 9 s"
2025-08-04 11:33:44,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 649 packets to 192.168.1.109 in 7 s
2025-08-04 15:55:47,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1467 packets to 192.168.1.109 in 9 s
2025-08-04 11:24:52,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 905 packets to 192.168.1.109 in 17 s
2025-08-05 10:00:37,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1470 packets to 192.168.1.109 in 6 s
2025-08-04 18:07:35,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1256 packets to 192.168.1.109 in 15 s
2025-08-04 20:49:44,DDoS,135.97.14.21,192.168.1.109,"49 sources, 4293 packets → 192.168.1.109 in 7 s"
2025-08-04 17:27:22,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1149 packets to 192.168.1.109 in 5 s
2025-08-04 23:13:20,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 109 ports in 10 s
2025-08-04 21:28:46,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 875 SYN packets in 8 s"
2025-08-05 05:46:20,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 81 ports in 9 s
2025-08-04 18:37:15,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 1002 SYN packets in 4 s"
2025-08-04 10:58:49,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 116 ports in 2 s
2025-08-05 05:45:19,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 106 ports in 4 s
2025-08-05 05:20:02,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 1429 SYN packets in 8 s"
2025-08-04 11:26:37,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 649 SYN packets in 6 s"
2025-08-05 01:50:59,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1311 SYN packets in 8 s"
2025-08-04 16:22:30,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 71 ports in 7 s
2025-08-05 00:11:26,DDoS,219.130.202.109,192.168.1.109,"76 sources, 1805 packets → 192.168.1.109 in 15 s"
2025-08-04 20:24:26,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1300 packets to 192.168.1.109 in 5 s
2025-08-05 03:54:38,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 1440 packets to 192.168.1.109 in 10 s
2025-08-04 15:38:52,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1377 SYN packets in 5 s"
2025-08-04 11:14:11,DDoS,188.97.74.179,192.168.1.109,"91 sources, 4165 packets → 192.168.1.109 in 12 s"
2025-08-05 08:00:53,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 581 packets to 192.168.1.109 in 11 s
2025-08-04 12:02:06,DDoS,219.130.202.109,192.168.1.109,"63 sources, 1649 packets → 192.168.1.109 in 8 s"
2025-08-04 17:06:33,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 103 ports in 5 s
2025-08-04 23:54:40,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1122 packets to 192.168.1.109 in 20 s
2025-08-05 01:37:32,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 1844 packets to 192.168.1.109 in 14 s
2025-08-04 21:06:32,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 1020 packets to 192.168.1.109 in 14 s
2025-08-05 10:16:51,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1498 SYN packets in 7 s"
2025-08-05 01:21:01,DDoS,188.97.74.179,192.168.1.109,"48 sources, 2939 packets → 192.168.1.109 in 20 s"
2025-08-05 05:58:51,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 1539 packets to 192.168.1.109 in 6 s
2025-08-04 20:17:46,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1006 SYN packets in 3 s"
2025-08-04 22:43:30,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 735 SYN packets in 1 s"
2025-08-05 02:03:59,DDoS,16.59.0.134,192.168.1.109,"84 sources, 4903 packets → 192.168.1.109 in 6 s"
2025-08-04 13:12:11,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 620 packets to 192.168.1.109 in 6 s
2025-08-05 04:03:31,DDoS,219.130.202.109,192.168.1.109,"48 sources, 3552 packets → 192.168.1.109 in 6 s"
2025-08-05 03:06:21,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1396 packets to 192.168.1.109 in 13 s
2025-08-05 09:33:23,DoS,188.97.74.179,192.168.1.109,188.97.74.179 sent 1019 packets to 192.168.1.109 in 17 s
2025-08-05 09:30:26,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1041 packets to 192.168.1.109 in 14 s
2025-08-04 18:55:20,DDoS,144.71.175.144,192.168.1.109,"81 sources, 3116 packets → 192.168.1.109 in 20 s"
2025-08-04 12:36:14,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 62 ports in 10 s
2025-08-05 01:59:16,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 98 ports in 3 s
2025-08-04 14:19:35,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1229 SYN packets in 8 s"
2025-08-04 19:51:41,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 640 SYN packets in 7 s"
2025-08-04 20:44:11,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 834 SYN packets in 8 s"
2025-08-05 09:26:24,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 799 packets to 192.168.1.109 in 18 s
2025-08-05 06:20:04,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 1177 SYN packets in 8 s"
2025-08-04 20:47:15,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 547 SYN packets in 8 s"
2025-08-05 01:13:35,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 104 ports in 9 s
2025-08-05 00:01:41,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 96 ports in 5 s
2025-08-04 11:16:22,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 149 ports in 5 s
2025-08-05 07:58:01,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1991 packets to 192.168.1.109 in 9 s
2025-08-04 15:17:17,SYN Flood,135.97.14.21,192.168.1.109,"SYN flood from 135.97.14.21, 991 SYN packets in 5 s"
2025-08-05 06:01:10,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 966 SYN packets in 6 s"
2025-08-04 22:22:08,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 145 ports in 9 s
2025-08-05 00:12:18,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1247 SYN packets in 8 s"
2025-08-05 01:27:32,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 61 ports in 8 s
2025-08-05 03:40:24,DoS,180.252.123.192,192.168.1.109,180.252.123.192 sent 888 packets to 192.168.1.109 in 15 s
2025-08-05 02:22:35,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 58 ports in 3 s
2025-08-05 06:01:10,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 86 ports in 8 s
2025-08-04 17:35:33,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 1427 SYN packets in 10 s"
2025-08-05 02:01:12,Port Scan,192.72.98.152,192.168.1.109,192.72.98.152 scanned 77 ports in 5 s
2025-08-05 02:06:11,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 717 SYN packets in 2 s"
2025-08-05 06:15:46,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1880 packets to 192.168.1.109 in 6 s
2025-08-04 13:26:22,DDoS,219.130.202.109,192.168.1.109,"63 sources, 1171 packets → 192.168.1.109 in 16 s"
2025-08-04 16:10:10,DDoS,144.71.175.144,192.168.1.109,"63 sources, 1582 packets → 192.168.1.109 in 20 s"
2025-08-04 22:59:15,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 113 ports in 6 s
2025-08-05 05:29:06,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 75 ports in 4 s
2025-08-04 14:59:58,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 75 ports in 7 s
2025-08-05 03:00:16,SYN Flood,219.130.202.109,192.168.1.109,"SYN flood from 219.130.202.109, 1042 SYN packets in 9 s"
2025-08-04 23:07:00,DDoS,188.97.74.179,192.168.1.109,"23 sources, 1636 packets → 192.168.1.109 in 7 s"
2025-08-04 14:56:31,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 533 packets to 192.168.1.109 in 13 s
2025-08-04 12:13:42,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 57 ports in 1 s
2025-08-05 08:42:39,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 65 ports in 1 s
2025-08-05 02:13:37,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 539 packets to 192.168.1.109 in 5 s
2025-08-05 09:30:54,DoS,16.59.0.134,192.168.1.109,16.59.0.134 sent 656 packets to 192.168.1.109 in 15 s
2025-08-04 22:25:31,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 62 ports in 3 s
2025-08-04 14:21:14,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1671 packets to 192.168.1.109 in 11 s
2025-08-04 16:02:42,DDoS,135.97.14.21,192.168.1.109,"56 sources, 3094 packets → 192.168.1.109 in 17 s"
2025-08-05 07:14:08,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1400 packets to 192.168.1.109 in 7 s
2025-08-05 05:35:34,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 635 packets to 192.168.1.109 in 5 s
2025-08-04 14:19:38,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1643 packets to 192.168.1.109 in 18 s
2025-08-05 00:00:05,SYN Flood,180.252.123.192,192.168.1.109,"SYN flood from 180.252.123.192, 823 SYN packets in 10 s"
2025-08-04 12:15:57,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 131 ports in 10 s
2025-08-05 07:25:49,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 988 packets to 192.168.1.109 in 13 s
2025-08-04 19:23:39,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1785 packets to 192.168.1.109 in 7 s
2025-08-04 21:21:05,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1505 packets to 192.168.1.109 in 7 s
2025-08-05 05:23:21,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1277 packets to 192.168.1.109 in 13 s
2025-08-04 19:04:52,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 722 SYN packets in 8 s"
2025-08-04 12:19:57,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1504 packets to 192.168.1.109 in 15 s
2025-08-04 16:15:54,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 554 SYN packets in 10 s"
2025-08-05 07:24:22,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 1323 SYN packets in 10 s"
2025-08-04 12:03:40,DDoS,192.221.120.3,192.168.1.109,"65 sources, 3017 packets → 192.168.1.109 in 20 s"
2025-08-05 00:50:58,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 110 ports in 8 s
2025-08-04 11:10:29,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 885 packets to 192.168.1.109 in 11 s
2025-08-04 13:39:08,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 63 ports in 10 s
2025-08-04 17:22:43,DDoS,180.252.123.192,192.168.1.109,"50 sources, 2418 packets → 192.168.1.109 in 8 s"
2025-08-04 21:57:06,DDoS,169.96.103.60,192.168.1.109,"87 sources, 1897 packets → 192.168.1.109 in 15 s"
2025-08-04 17:28:30,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 932 packets to 192.168.1.109 in 6 s
2025-08-04 23:34:40,DDoS,20.218.159.191,192.168.1.109,"95 sources, 4868 packets → 192.168.1.109 in 11 s"
2025-08-04 15:00:22,DDoS,188.97.74.179,192.168.1.109,"86 sources, 4444 packets → 192.168.1.109 in 6 s"
2025-08-05 07:28:24,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 700 packets to 192.168.1.109 in 19 s
2025-08-05 08:55:46,DDoS,180.252.123.192,192.168.1.109,"50 sources, 2598 packets → 192.168.1.109 in 19 s"
2025-08-05 02:17:15,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1327 SYN packets in 5 s"
2025-08-05 03:33:32,DDoS,135.97.14.21,192.168.1.109,"42 sources, 1982 packets → 192.168.1.109 in 6 s"
2025-08-04 11:12:42,DDoS,135.97.14.21,192.168.1.109,"35 sources, 2851 packets → 192.168.1.109 in 6 s"
2025-08-04 19:25:45,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 122 ports in 10 s
2025-08-04 14:19:37,DDoS,192.221.120.3,192.168.1.109,"80 sources, 2275 packets → 192.168.1.109 in 12 s"
2025-08-04 18:53:15,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 130 ports in 9 s
2025-08-05 03:02:38,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 687 SYN packets in 6 s"
2025-08-04 16:59:21,DDoS,219.130.202.109,192.168.1.109,"46 sources, 3200 packets → 192.168.1.109 in 19 s"
2025-08-04 19:34:33,DoS,219.130.202.109,192.168.1.109,219.130.202.109 sent 1167 packets to 192.168.1.109 in 6 s
2025-08-05 01:04:27,SYN Flood,192.221.120.3,192.168.1.109,"SYN flood from 192.221.120.3, 1402 SYN packets in 1 s"
2025-08-04 18:24:16,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 134 ports in 7 s
2025-08-04 15:55:48,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 149 ports in 2 s
2025-08-04 23:43:09,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 63 ports in 9 s
2025-08-04 16:45:10,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 141 ports in 8 s
2025-08-05 04:55:32,DDoS,20.218.159.191,192.168.1.109,"43 sources, 3938 packets → 192.168.1.109 in 20 s"
2025-08-04 12:57:35,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 938 packets to 192.168.1.109 in 16 s
2025-08-04 15:40:12,DDoS,219.130.202.109,192.168.1.109,"84 sources, 1524 packets → 192.168.1.109 in 15 s"
2025-08-04 13:36:53,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 101 ports in 8 s
2025-08-04 15:32:51,SYN Flood,144.71.175.144,192.168.1.109,"SYN flood from 144.71.175.144, 742 SYN packets in 6 s"
2025-08-04 11:58:31,Port Scan,219.130.202.109,192.168.1.109,219.130.202.109 scanned 112 ports in 1 s
2025-08-04 19:04:18,Port Scan,192.221.120.3,192.168.1.109,192.221.120.3 scanned 106 ports in 2 s
2025-08-05 04:12:25,DDoS,135.97.14.21,192.168.1.109,"52 sources, 1222 packets → 192.168.1.109 in 14 s"
2025-08-04 12:16:07,DDoS,219.130.202.109,192.168.1.109,"55 sources, 3176 packets → 192.168.1.109 in 7 s"
2025-08-05 01:42:24,SYN Flood,188.97.74.179,192.168.1.109,"SYN flood from 188.97.74.179, 1489 SYN packets in 1 s"
2025-08-04 11:36:46,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1915 packets to 192.168.1.109 in 7 s
2025-08-04 12:59:17,Port Scan,169.96.103.60,192.168.1.109,169.96.103.60 scanned 82 ports in 8 s
2025-08-04 21:39:13,SYN Flood,192.72.98.152,192.168.1.109,"SYN flood from 192.72.98.152, 626 SYN packets in 7 s"
2025-08-04 23:29:48,Port Scan,135.97.14.21,192.168.1.109,135.97.14.21 scanned 65 ports in 3 s
2025-08-05 08:34:54,SYN Flood,20.218.159.191,192.168.1.109,"SYN flood from 20.218.159.191, 1159 SYN packets in 4 s"
2025-08-04 18:31:59,SYN Flood,169.96.103.60,192.168.1.109,"SYN flood from 169.96.103.60, 1455 SYN packets in 3 s"
2025-08-04 20:40:43,Port Scan,144.71.175.144,192.168.1.109,144.71.175.144 scanned 53 ports in 4 s
2025-08-04 15:49:54,DoS,135.97.14.21,192.168.1.109,135.97.14.21 sent 1758 packets to 192.168.1.109 in 13 s
2025-08-05 08:08:38,DDoS,20.218.159.191,192.168.1.109,"69 sources, 1938 packets → 192.168.1.109 in 18 s"
2025-08-05 05:46:58,DoS,20.218.159.191,192.168.1.109,20.218.159.191 sent 1137 packets to 192.168.1.109 in 18 s
2025-08-04 16:27:45,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 622 SYN packets in 7 s"
2025-08-04 13:18:23,Port Scan,16.59.0.134,192.168.1.109,16.59.0.134 scanned 99 ports in 4 s
2025-08-05 04:01:41,DoS,169.96.103.60,192.168.1.109,169.96.103.60 sent 1865 packets to 192.168.1.109 in 20 s
2025-08-04 13:19:15,DDoS,135.97.14.21,192.168.1.109,"80 sources, 4612 packets → 192.168.1.109 in 9 s"
2025-08-04 12:40:38,DoS,192.221.120.3,192.168.1.109,192.221.120.3 sent 664 packets to 192.168.1.109 in 11 s
2025-08-04 23:08:36,Port Scan,20.218.159.191,192.168.1.109,20.218.159.191 scanned 127 ports in 10 s
2025-08-05 06:25:39,DoS,192.72.98.152,192.168.1.109,192.72.98.152 sent 806 packets to 192.168.1.109 in 8 s
2025-08-05 02:10:03,DoS,144.71.175.144,192.168.1.109,144.71.175.144 sent 1613 packets to 192.168.1.109 in 16 s
2025-08-05 02:20:13,DDoS,188.97.74.179,192.168.1.109,"97 sources, 3832 packets → 192.168.1.109 in 13 s"
2025-08-05 06:08:09,SYN Flood,16.59.0.134,192.168.1.109,"SYN flood from 16.59.0.134, 597 SYN packets in 6 s"
2025-08-04 19:28:27,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 56 ports in 10 s
2025-08-04 21:03:58,Port Scan,188.97.74.179,192.168.1.109,188.97.74.179 scanned 56 ports in 6 s
2025-08-04 11:13:42,DDoS,219.130.202.109,192.168.1.109,"29 sources, 1011 packets → 192.168.1.109 in 8 s"
2025-08-04 20:47:34,Port Scan,180.252.123.192,192.168.1.109,180.252.123.192 scanned 87 ports in 9 s
